SiteCode,pExc,durExc,first.week,daysSuitable,cum.exp,IWV,AWV,MWV,VAR,RNG,IWI,AWA,MWA,AWM,MWM,AWI,Species,LifeHistory,Life.stage,Start,End,Thresh.hi,Thresh.lo,year
MAR,0,0,1900-01-01,139,1471.7994183717,0.0595781103036138,0.698952818648686,4.76718781125992,20.0632423023727,16.0078333333333,0.0479166666666667,8.19045185251698,15.2854523809524,9.1787039623882,16.05575,7.11276431815664,Chinook,fall_outmigrants,prespawn,2002-06-01,2002-11-30,20,4,2002
STH,0,0,1900-01-01,152,1853.13229166667,0.0365874308035715,0.678471348962537,4.27865824446098,21.781220311326,16.5215833333333,0.899166666666667,10.2571287328491,16.6795119047619,11.2303034369115,17.42075,9.19512782485876,Chinook,fall_outmigrants,prespawn,2002-06-01,2002-11-30,20,4,2002
VAL,0,0,1900-01-01,145,1847.52475166667,0.0470953220072751,0.947547714032889,6.30518239227844,27.7905540802333,18.761875,0.67125,10.5294914271872,18.371119047619,11.6499973449612,19.433125,9.24868557170543,Chinook,fall_outmigrants,prespawn,2002-06-01,2002-11-30,20,4,2002
SEC,0,0,1900-01-01,128,1448.57825,8.64839616402116e-06,0.803832554851676,3.65670982142857,30.0611147081391,17.8712083333333,0.033375,8.08463014527845,16.4585714285714,9.09534792843691,17.9045833333333,7.03022834274953,Chinook,fall_outmigrants,prespawn,2002-06-01,2002-11-30,20,4,2002
SFS,0,0,1900-01-01,134,1566.503,0.000369502314814815,0.882716323939557,3.58352234011243,29.1872504211782,18.1575416666667,0.0316666666666667,8.75196734597794,17.0407797619048,9.89706732580038,18.1892083333333,7.55980649717514,Chinook,fall_outmigrants,prespawn,2002-06-01,2002-11-30,20,4,2002
STH,0,0,1900-01-01,153,1928.27109659091,0.035765976521164,0.909330877353344,4.89948082333003,21.847189232036,17.3951590909091,0.10775,10.6793822715655,16.1193333333333,11.7984709809964,17.5029090909091,9.4613850047081,Chinook,fall_outmigrants,prespawn,2003-06-01,2003-11-30,20,4,2003
VAL,0,0,1900-01-01,149,1911.88104166667,0.00824583961640212,1.13629162284119,6.99517372073413,29.7567635610477,18.0510833333333,0.363458333333333,10.6170065240786,17.5657083333333,11.8230256591337,18.4145416666667,9.32962429378531,Chinook,fall_outmigrants,prespawn,2003-06-01,2003-11-30,20,4,2003
SEC,0,0,1900-01-01,142,1611.46116666667,0,0.949950016641818,5.2798722635582,30.8479224641879,17.3540416666667,0.0445833333333333,8.99767937853107,16.8576130952381,10.0330774482109,17.398625,7.97061228813559,Chinook,fall_outmigrants,prespawn,2003-06-01,2003-11-30,20,4,2003
SFS,0,0,1900-01-01,146,1628.17088333333,0.000912144510582011,1.02435623514448,7.8094149171627,28.6818663432604,17.3618,0.01,9.09752415926823,16.3464880952381,10.2156693502825,17.3718,7.9915725047081,Chinook,fall_outmigrants,prespawn,2003-06-01,2003-11-30,20,4,2003
MAR,0,0,1900-01-01,140,1466.81430434783,0.0304166335978835,0.669562046589697,3.43680472883598,17.3215600342207,14.4766666666667,0.000416666666666667,8.31511578944219,13.7510714285714,9.31011078998073,14.4770833333333,7.24658140655106,Chinook,fall_outmigrants,prespawn,2004-06-01,2004-11-30,20,4,2004
STH,0,0,1900-01-01,158,1900.40708333333,0.0567495205026454,0.601271903678295,2.2148990162037,19.5276119531558,16.2904166666667,0.09125,10.5126072773742,15.9297619047619,11.4275188323917,16.3816666666667,9.4328554613936,Chinook,fall_outmigrants,prespawn,2004-06-01,2004-11-30,20,4,2004
VAL,0,0,1900-01-01,145,1877.03083333333,0.0542148644179895,0.818619992881804,5.12268748346561,26.5933028975114,17.4370833333333,0.499166666666667,10.3893973634652,17.0995238095238,11.4757838983051,17.93625,9.23207627118644,Chinook,fall_outmigrants,prespawn,2004-06-01,2004-11-30,20,4,2004
SFS,0,0,1900-01-01,142,1601.10916666667,0.0455069361772487,0.866405372165533,6.60021053240741,26.2800555269508,17.36375,-0.07,9.01873231292517,16.0802380952381,10.1505738095238,17.29375,7.9128380952381,Chinook,fall_outmigrants,prespawn,2004-06-01,2004-11-30,20,4,2004
MAR,0,0,1900-01-01,149,1473.81541666667,0.00651618716931217,0.807624377531537,3.52248001818783,19.2018872942792,15.5583333333333,-0.03,8.21499361043853,14.3057142857143,9.23915489642185,15.5283333333333,7.04350282485876,Chinook,fall_outmigrants,prespawn,2005-06-01,2005-11-30,20,4,2005
STH,0,0,1900-01-01,159,1863.18083333333,0.0414630456349205,0.664413931205721,2.44544825562169,19.2834328834749,16.5170833333333,0.176666666666667,10.3575060532688,15.8772023809524,11.3142725988701,16.69375,9.29686440677966,Chinook,fall_outmigrants,prespawn,2005-06-01,2005-11-30,20,4,2005
VAL,0,0,1900-01-01,141,1664.14578787879,0.000585094246031745,1.09151026182149,5.53560811333027,27.3124727908403,19.2725378787879,0.512916666666667,9.97897293712385,18.0749935064935,11.1917185883222,19.7854545454545,8.64424288617886,Chinook,fall_outmigrants,prespawn,2005-06-01,2005-11-30,20,4,2005
